Protein_1	Protein_2	LRBS	RRBS
S000000049	S000003107	2.6646419755561257	0.283609576427256
S000000049	S000003520	1.4608978427565478	0.02237708091366628
S000000049	S000006142	2.6762362167633116	0.29254007398273735
S000000050	S000001717	1.4771212547196624	0.018012608826178327
S000000050	S000005527	1.4828735836087537	0.02045072317524386
S000000052	S000003060	1.4996870826184039	0.013957597173144877
S000000052	S000003604	1.4548448600085102	0.02323685283326539
S000000052	S000005898	2.7151673578484576	0.28175895765472314
S000000054	S000002547	1.424881636631067	0.0355377421509686
S000000056	S000000845	1.4913616938342726	0.0361094933022714
S000000056	S000003242	1.424881636631067	0.03310516490354699
S000000057	S000000056	2.6283889300503116	0.514839491217444
S000000062	S000001428	1.9100905455940682	0.06948717948717949
S000000062	S000003297	2.640481436970422	0.3561532192339038
S000000062	S000003492	1.9222062774390163	0.07172887172887173
S000000062	S000003978	1.7799570512469058	0.052414093083949544
S000000062	S000003994	1.9818186071706636	0.08303030303030304
S000000062	S000005771	1.4828735836087537	0.0291327264015333
S000000062	S000005905	1.4828735836087537	0.026795945350374613
S000000064	S000000909	1.4608978427565478	0.034987893462469735
S000000064	S000001405	1.4517864355242902	0.021374622356495468
S000000064	S000001914	1.4913616938342726	0.037966932026944275
S000000064	S000002304	1.4800069429571505	0.01788040260509177
S000000064	S000002772	1.4548448600085102	0.031181619256017507
S000000064	S000002896	1.4668676203541096	0.029432446007031644
S000000064	S000002971	1.4548448600085102	0.027750730282375853
S000000064	S000002972	1.6190933306267428	0.047679083094555874
S000000064	S000003068	1.4183012913197455	0.03268870867124142
S000000064	S000003158	1.5658478186735176	0.037360406091370556
S000000064	S000003432	1.4548448600085102	0.02269108280254777
S000000064	S000003457	1.4885507165004443	0.02915286322763843
S000000064	S000003648	1.4857214264815801	0.025954198473282442
S000000064	S000004119	1.4668676203541096	0.020794889992902767
S000000064	S000004212	1.4369573306694496	0.021333853354134166
S000000064	S000004421	1.5250448070368452	0.030316742081447964
S000000064	S000004570	1.4638929889859074	0.0313915857605178
S000000064	S000004698	1.5611013836490562	0.03393939393939394
S000000064	S000004699	1.530199698203082	0.034715821812596005
S000000064	S000004738	1.57287160220048	0.03871635610766046
S000000064	S000004754	1.4885507165004443	0.038403990024937655
S000000064	S000004951	1.722633922533812	0.06979510905485789
S000000064	S000005126	1.429752280002408	0.026554787759131292
S000000064	S000005197	1.5171958979499744	0.037664567830566695
S000000064	S000005261	1.429752280002408	0.028955866523143164
S000000064	S000005928	1.4969296480732148	0.0299618320610687
S000000064	S000006047	1.5490032620257879	0.026135105204872645
S000000064	S000006236	1.546542663478131	0.023318979794633987
S000000064	S000006341	1.4885507165004443	0.029873908826382155
S000000065	S000000824	1.436162647040756	0.020418848167539267
S000000065	S000002379	1.4548448600085102	0.017779164067373673
S000000065	S000004967	1.5145477526602862	0.028434782608695655
S000000067	S000000524	3.2648178230095364	0.598276702975126
S000000067	S000000940	3.372175286115064	0.7706902191691201
S000000067	S000000962	3.3498600821923312	0.7319705641864268
S000000067	S000001945	1.4608978427565478	0.021172161172161173
S000000067	S000002147	3.345863628503764	0.7243181447003103
S000000067	S000002149	3.2612628687924934	0.5933994472443506
S000000067	S000002155	3.3419288837458097	0.7183720169990193
S000000067	S000002962	3.2648178230095364	0.5983739837398374
S000000067	S000003534	3.353916230920363	0.7294155634484986
S000000067	S000003649	2.12057393120585	0.04269771955361475
S000000067	S000003788	3.372175286115064	0.7701863354037267
S000000067	S000003790	3.3594560201209864	0.748079123753474
S000000067	S000004164	1.4608978427565478	0.017378232110643415
S000000067	S000004421	1.4668676203541096	0.015404837013669822
S000000067	S000004503	3.371437317404101	0.769255928045789
S000000067	S000004508	3.3694014136966244	0.7657834478246647
S000000067	S000004648	3.3473300153169503	0.7264120143650016
S000000067	S000004653	3.36285930295868	0.7545811518324608
S000000067	S000005350	1.4578818967339924	0.01217391304347826
S000000067	S000005574	1.4828735836087537	0.013283810356128467
S000000067	S000007225	3.348791467560584	0.7301717089125103
S000000067	S000007345	3.263636068588108	0.5970392061168049
S000000067	S000007350	3.372175286115064	0.7706902191691201
S000000067	S000007352	3.361727836017593	0.7523716061498201
S000000067	S000007354	3.2631624649622166	0.5960006503007641
S000000067	S000007356	3.2626883443016963	0.595640858815875
S000000067	S000007358	3.3723595825243238	0.7708912510220769
S000000067	S000007360	3.3725438007590705	0.7709661598822952
S000000067	S000007362	3.3641756327706194	0.7567479142810404
S000000067	S000007364	3.369772288596963	0.7663123466884709
S000000067	S000007368	3.3492775274679554	0.7314678448699067
S000000067	S000007370	3.2648178230095364	0.5983739837398374
S000000067	S000007372	2.123851640967086	0.043042071197411005
S000000067	S000007374	3.3723595825243238	0.7707652060170046
S000000067	S000007376	3.3666097103924297	0.7607522485690924
S000000067	S000007380	3.263399331334002	0.5963258006828158
S000000067	S000007385	3.3521825181113627	0.7373422906767164
S000000067	S000007386	1.4487063199050798	0.016568396226415094
S000000067	S000007387	3.3452756846207774	0.723338232892373
S000000067	S000007391	3.3712526291249394	0.7694321714940272
S000000067	S000007393	3.2631624649622166	0.5960975609756097
S000000067	S000007395	3.305136318943639	0.6953676597210263
S000000067	S000007397	3.2607866686549762	0.5927491464802471
S000000067	S000007399	3.369957607346053	0.7668902339276951
S000000067	S000007401	3.3677285460869766	0.762465260748733
S000000067	S000007406	3.362293937964231	0.7528604118993135
S000000067	S000007408	3.3723595825243238	0.7710173372587504
S000000067	S000007410	3.3694014136966244	0.7661593847160858
S000000068	S000000524	2.595496221825574	0.17178984085458907
S000000068	S000000525	2.6020599913279625	0.43907793633369924
S000000068	S000000940	2.9474337218870508	0.38945054945054947
S000000068	S000000962	2.9395192526186187	0.3823335530652604
S000000068	S000002146	2.8457180179666586	0.7669584245076586
S000000068	S000002147	2.842609239610562	0.3053301162535644
S000000068	S000002148	2.5998830720736876	0.43688254665203075
S000000068	S000002149	2.593286067020457	0.170917811205581
S000000068	S000002154	2.9410142437055695	0.9593406593406594
S000000068	S000002155	2.9370161074648142	0.37988581466842336
S000000068	S000002223	1.424881636631067	0.03329161451814769
S000000068	S000002962	2.5899496013257077	0.16964675098124726
S000000068	S000003787	2.9479236198317262	0.9725877192982456
S000000068	S000003788	2.946452265013073	0.3882301273605621
S000000068	S000003789	2.9585638832219674	0.9961643835616438
S000000068	S000003790	2.9542425094393248	0.3953437294091808
S000000068	S000004503	2.946452265013073	0.3884860470226324
S000000068	S000004504	2.9479236198317262	0.9725877192982456
S000000068	S000004508	2.937517892017347	0.38065934065934065
S000000068	S000004648	2.8457180179666586	0.3073213502849627
S000000068	S000004649	2.8488047010518036	0.7724288840262582
S000000068	S000004653	2.9395192526186187	0.38258575197889183
S000000068	S000004654	2.9434945159061026	0.9643053267435475
S000000068	S000007225	2.9395192526186187	0.3823335530652604
S000000068	S000007227	2.850033257689769	0.7741935483870968
S000000068	S000007344	2.6074550232146687	0.44505494505494503
S000000068	S000007345	2.6009728956867484	0.17412175430940433
S000000068	S000007349	2.9439888750737717	0.964873765093304
S000000068	S000007350	2.942008053022313	0.38461538461538464
S000000068	S000007351	2.941511432634403	0.9604395604395605
S000000068	S000007352	2.9380190974762104	0.3810989010989011
S000000068	S000007353	2.61066016308988	0.44810543657331137
S000000068	S000007354	2.603144372620182	0.1748419446261173
S000000068	S000007355	2.59659709562646	0.433589462129528
S000000068	S000007356	2.5888317255942073	0.16928446771378708
S000000068	S000007357	2.949390006644913	0.9764125068568295
S000000068	S000007358	2.9479236198317262	0.3898044385849264
S000000068	S000007359	2.959994838328416	1.0
S000000068	S000007361	2.9479236198317262	0.9741900054914882
S000000068	S000007363	2.941511432634403	0.9604395604395605
S000000068	S000007367	2.9434945159061026	0.9643053267435475
S000000068	S000007368	2.9395192526186187	0.38266989223663955
S000000068	S000007369	2.59659709562646	0.43382756727073035
S000000068	S000007370	2.5899496013257077	0.16964675098124726
S000000068	S000007373	2.949390006644913	0.9764125068568295
S000000068	S000007375	2.9479236198317262	0.9725877192982456
S000000068	S000007381	2.941511432634403	0.9599121361889071
S000000068	S000007384	2.949390006644913	0.9769484083424808
S000000068	S000007385	2.946452265013073	0.3895131086142322
S000000068	S000007386	2.8959747323590648	0.8610503282275711
S000000068	S000007387	2.8926510338773004	0.3426189953937267
S000000068	S000007390	2.942008053022313	0.9610104338275672
S000000068	S000007391	2.9400181550076634	0.38310974268748627
S000000068	S000007392	2.598790506763115	0.43602416254805054
S000000068	S000007393	2.591064607026499	0.170082860880942
S000000068	S000007395	2.9489017609702137	0.41904312986094744
S000000068	S000007396	2.6020599913279625	0.43931905546403077
S000000068	S000007397	2.5943925503754266	0.17135382603008503
S000000068	S000007398	2.9434945159061026	0.9643053267435475
S000000068	S000007400	2.949390006644913	0.9764125068568295
S000000068	S000007402	2.949390006644913	0.9764125068568295
S000000068	S000007403	2.9434945159061026	0.9643053267435475
S000000068	S000007404	2.59659709562646	0.43382756727073035
S000000068	S000007405	2.9552065375419416	0.9884931506849315
S000000068	S000007406	2.952792443044092	0.3939393939393939
S000000068	S000007407	2.944975908412048	0.9670691547749726
S000000068	S000007408	2.9429995933660407	0.3854945054945055
S000000068	S000007409	2.9400181550076634	0.9560922063666301
S000000068	S000007410	2.9360107957152097	0.37959093908071256
S000000069	S000000103	1.4601458174917503	0.014353233830845772
S000000069	S000001508	1.4393326938302626	0.01941404871161313
S000000069	S000002740	1.4668676203541096	0.020382608695652175
S000000069	S000005950	1.4857214264815801	0.020592193808882907
S000000070	S000003871	1.429752280002408	0.026192794547224927
S000000071	S000000015	1.61066016308988	0.02212581344902386
S000000071	S000000072	2.037426497940624	0.07509472959007923
S000000071	S000000201	1.7788744720027396	0.03620481927710843
S000000071	S000000232	1.9211660506377388	0.08369292523833417
S000000071	S000000263	1.5943925503754266	0.024562499999999998
S000000071	S000000478	1.741151598851785	0.05515515515515516
S000000071	S000000529	1.9148718175400503	0.05459980073065427
S000000071	S000000601	1.6998377258672457	0.04621771217712177
S000000071	S000000687	1.8260748027008264	0.05578684429641965
S000000071	S000000931	1.7222224639697303	0.03254164096236891
S000000071	S000000999	1.9454685851318196	0.062266148958701015
S000000071	S000001072	1.8407332346118068	0.0723382045929019
S000000071	S000001121	1.5327543789924976	0.02129253824539494
S000000071	S000001124	1.725094521081469	0.03489976996385146
S000000071	S000001144	1.9493900066449128	0.057253136056609845
S000000071	S000001177	1.4661258704181992	0.028931750741839762
S000000071	S000001357	1.5899496013257077	0.030225330225330225
S000000071	S000001531	1.5440680443502757	0.0315031503150315
S000000071	S000001584	1.9057958803678685	0.040169660678642714
S000000071	S000001599	1.8312296938670634	0.06865822784810126
S000000071	S000001622	1.7470231774516278	0.055905905905905905
S000000071	S000001644	1.7238659644435037	0.05867036011080333
S000000071	S000001654	1.5224442335063197	0.02360028348688873
S000000071	S000001854	1.4548448600085102	0.028542814221331998
S000000071	S000001861	1.61066016308988	0.01793406593406593
S000000071	S000001865	1.5145477526602862	0.03913824057450629
S000000071	S000001910	1.8825245379548805	0.08389224848818032
S000000071	S000002183	1.5965970956264601	0.036073059360730596
S000000071	S000002186	1.760422483423212	0.0464328899637243
S000000071	S000002237	1.7759743311293692	0.06145136387030366
S000000071	S000002259	1.8573324964312685	0.0732824427480916
S000000071	S000002655	1.4828735836087537	0.03277628032345013
S000000071	S000002898	1.8444771757456815	0.055920000000000004
S000000071	S000002915	1.8954225460394079	0.04869888475836431
S000000071	S000003126	1.8813846567705728	0.07721968543886351
S000000071	S000003147	1.8444771757456815	0.06786407766990292
S000000071	S000003148	2.0773679052841567	0.08653149891383055
S000000071	S000003284	1.530199698203082	0.04042933810375671
S000000071	S000003593	1.6897526961391567	0.04278846153846154
S000000071	S000003631	1.9510945568416629	0.04571501662829368
S000000071	S000003642	1.8976270912904414	0.07034728406055209
S000000071	S000003723	1.766040860381389	0.04505791505791506
S000000071	S000003820	1.5378190950732742	0.0265282583621684
S000000071	S000003942	1.6349808000512285	0.03544147843942505
S000000071	S000004103	1.8068580295188175	0.07063360881542699
S000000071	S000004229	1.424881636631067	0.033543505674653216
S000000071	S000004238	1.797959643737196	0.05820203892493049
S000000071	S000004354	1.8744818176994664	0.06265161020493518
S000000071	S000004603	1.9513375187959177	0.07553865652724968
S000000071	S000004747	1.7813963051967907	0.07239520958083832
S000000071	S000004802	1.4487063199050798	0.014333078296352973
S000000071	S000004829	1.6424645202421213	0.03592471358428805
S000000071	S000004905	1.6683859166900001	0.04371482176360225
S000000071	S000004965	1.6683859166900001	0.04198198198198198
S000000071	S000005105	1.9068735347220704	0.06505441354292624
S000000071	S000005127	1.5611013836490562	0.028888888888888895
S000000071	S000005242	1.9068735347220704	0.06085972850678733
S000000071	S000005314	1.9360107957152095	0.04130174682938502
S000000071	S000005330	1.797959643737196	0.04555676459920203
S000000071	S000005376	1.9258275746247424	0.09243421052631579
S000000071	S000005405	1.5587085705331658	0.02288242730720607
S000000071	S000005460	1.9014583213961123	0.05097537575951391
S000000071	S000005473	1.9036325160842376	0.07063492063492063
S000000071	S000005488	1.749736315569061	0.06666666666666667
S000000071	S000005757	1.9493900066449128	0.09114183307731695
S000000071	S000005759	1.6807886115066824	0.03747557639703009
S000000071	S000005793	1.5352941200427705	0.027494989979959916
S000000071	S000005878	1.7024305364455252	0.052146921883083286
S000000071	S000005947	1.5471591213274176	0.0362095531587057
S000000071	S000005963	1.8432327780980093	0.06734299516908213
S000000071	S000006061	1.9878896099977452	0.09953940634595701
S000000071	S000006062	1.6324572921847242	0.03189591078066915
S000000071	S000006071	1.7715874808812553	0.042997453619498
S000000071	S000006074	1.9614210940664483	0.07024952015355086
S000000071	S000006125	1.4857214264815801	0.031578947368421054
S000000071	S000006130	1.803115554890027	0.07647412755716004
S000000071	S000006157	1.5877109650189114	0.0467956469165659
S000000071	S000006225	1.4712917110589385	0.02151944747364595
