Protein_1	Protein_2	LRBS	RRBS
S000001144	S000004829	1.4690852991231205	0.015736040609137057
S000001144	S000004905	1.9790929006383264	0.05555231710871466
S000001144	S000004965	1.8876173003357362	0.04387610116510372
S000001144	S000005100	1.4337698339248657	0.01926898509581263
S000001144	S000005105	2.0232524596337114	0.05582010582010582
S000001144	S000005242	2.2317243833285163	0.08630726398380156
S000001144	S000005314	2.089905111439398	0.044906900328587074
S000001144	S000005330	2.03342375548695	0.05325443786982249
S000001144	S000005405	1.8822398480188234	0.034169840914183285
S000001144	S000005460	2.062581984228163	0.05219159511974695
S000001144	S000005473	2.187520720836463	0.08634707036725539
S000001144	S000005488	1.8432327780980093	0.04670016750418761
S000001144	S000005759	1.9566485792052033	0.04691550025920166
S000001144	S000005793	1.8394780473741983	0.036425935687928304
S000001144	S000005947	1.8095597146352678	0.03974121996303143
S000001144	S000005963	1.8432327780980093	0.04137726328287325
S000001144	S000005968	1.5276299008713388	0.027990033222591363
S000001144	S000006062	1.9604707775342989	0.04577588368012034
S000001144	S000006071	2.070037866607755	0.058053359683794464
S000001144	S000006130	2.0644579892269186	0.07835190813914218
S000001144	S000006157	1.6994040818153373	0.033897731120894004
S000001144	S000006258	1.91803033678488	0.05501661129568106
S000001146	S000000883	1.4608978427565478	0.03511543134872418
S000001146	S000000926	1.429752280002408	0.029033998920669185
S000001146	S000002282	2.0211892990699383	0.1588502269288956
S000001146	S000002776	2.1931245983544616	0.23618470855412566
S000001146	S000003857	2.1958996524092336	0.2478295185477506
S000001146	S000006008	1.436162647040756	0.041176470588235294
S000001146	S000006009	1.4548448600085102	0.040918880114860015
S000001148	S000004070	1.4608978427565478	0.035745207173778604
S000001149	S000000305	1.4913616938342726	0.04329608938547486
S000001149	S000001275	1.4668676203541096	0.015486257928118394
S000001149	S000002384	2.1746411926604483	0.1513157894736842
S000001149	S000002418	1.4857214264815801	0.01539622641509434
S000001149	S000002498	1.4424797690644486	0.026481835564053535
S000001149	S000002626	2.1172712956557644	0.1530373831775701
S000001149	S000003291	2.3569814009931314	0.2392218717139853
S000001149	S000004284	1.4578818967339924	0.044018404907975456
S000001149	S000004703	1.4712917110589385	0.03697688944409744
S000001149	S000004707	1.4517864355242902	0.03630532392559333
S000001149	S000005454	1.4183012913197455	0.03467902051621442
S000001149	S000005537	1.4608978427565478	0.015462814339218834
S000001149	S000005691	1.4638929889859074	0.023862238622386223
S000001149	S000005711	1.4517864355242902	0.0433052792654935
S000001149	S000006014	1.4638929889859074	0.02659963436928702
S000001150	S000002766	2.7466341989375787	0.47896995708154505
S000001150	S000005289	1.6232492903979006	0.034049452776651806
S000001151	S000002201	1.5145477526602862	0.03730747290359384
S000001151	S000004572	1.4668676203541096	0.016752429959977132
S000001151	S000005670	1.4424797690644486	0.01961061946902655
S000001151	S000007371	1.429752280002408	0.02623110677718186
S000001153	S000001214	1.783903579272735	0.055097417308563656
S000001153	S000002798	1.7481880270062005	0.05063291139240506
S000001153	S000006270	1.8007170782823851	0.08293963254593176
S000001153	S000006384	1.734799829588847	0.06716141001855287
S000001154	S000003152	1.9903388547876015	0.1120274914089347
S000001154	S000003412	1.4548448600085102	0.038050734312416554
S000001154	S000003891	1.7895807121644254	0.058388625592417066
S000001154	S000004547	1.7867514221455612	0.05733021077283373
S000001155	S000000840	1.424881636631067	0.027268067657611483
S000001155	S000005271	1.4548448600085102	0.018830525272547076
S000001155	S000005621	1.429752280002408	0.03502604166666667
S000001156	S000000916	1.505149978319906	0.018626309662398137
S000001156	S000000971	1.4712917110589385	0.02005420054200542
S000001156	S000002569	1.4712917110589385	0.03320246775098149
S000001156	S000002796	1.6127838567197355	0.03579223046704496
S000001156	S000002968	1.5746099413401873	0.03382882882882882
S000001156	S000004635	1.5224442335063197	0.024666666666666663
S000001156	S000004715	1.5916210382133191	0.0203068122724909
S000001157	S000001270	1.4329692908744058	0.05113207547169812
S000001157	S000002166	1.4857214264815801	0.05057851239669422
S000001157	S000002259	1.4828735836087537	0.0316008316008316
S000001157	S000005060	2.659440781870318	0.4677254098360656
S000001157	S000006235	1.4885507165004443	0.025370675453047775
S000001157	S000006297	1.421603926869831	0.036040955631399314
S000001159	S000001589	1.4771212547196624	0.02666666666666667
S000001159	S000002728	1.4712917110589385	0.022238918106686704
S000001159	S000002833	1.4393326938302626	0.021392454297938544
S000001159	S000003355	1.436162647040756	0.02298947368421053
S000001159	S000005505	1.5371892262436446	0.019612866495872475
S000001159	S000005533	1.61066016308988	0.040617222498755594
S000001159	S000005606	1.4668676203541096	0.020831852115179524
S000001160	S000003440	1.424881636631067	0.03463541666666667
S000001160	S000004015	1.4273237863572472	0.03871201157742402
S000001161	S000000862	1.4720246977002813	0.017856067449563383
S000001161	S000002453	1.4548448600085102	0.01632769979948439
S000001161	S000002538	1.4608978427565478	0.01706524948331857
S000001161	S000003033	1.4608978427565478	0.017621951219512193
S000001161	S000003704	1.9339931638312424	0.04574014909478168
S000001161	S000005292	1.4424797690644486	0.020123501634580456
S000001162	S000001891	2.0588054866759067	0.06050198150594452
S000001162	S000002313	2.110589710299249	0.06727509778357237
S000001162	S000002504	1.7715874808812553	0.025853018372703408
S000001162	S000004881	1.568201724066995	0.02545579635362917
S000001162	S000005450	2.2576785748691846	0.09127584467977812
S000001163	S000005940	1.4608978427565478	0.027788461538461536
S000001165	S000000926	1.4424797690644486	0.028022255943348506
S000001165	S000005501	1.4487063199050798	0.025055728934462774
S000001165	S000005984	1.424881636631067	0.029820627802690583
S000001166	S000002644	1.4487063199050798	0.03222477064220183
S000001166	S000002892	1.4578818967339924	0.02203454894433781
S000001166	S000006044	1.436162647040756	0.02488605287146764
S000001170	S000000164	1.41161970596323	0.04648648648648649
S000001170	S000002957	1.4183012913197455	0.06461159062885327
S000001170	S000005295	2.037426497940624	0.14779661016949153
S000001171	S000001855	2.5634810853944106	0.4653528289891926
S000001171	S000002513	1.5403294747908738	0.05058309037900875
S000001171	S000003617	1.8864907251724818	0.08560311284046693
S000001171	S000003826	2.255272505103306	0.20930232558139536
S000001171	S000004075	1.7909884750888159	0.07249266862170088
S000001171	S000005004	1.4885507165004443	0.026168224299065422
S000001171	S000005667	1.5403294747908738	0.026754047802621438
S000001171	S000005670	1.4771212547196624	0.02488593944421402
S000001171	S000006238	1.797959643737196	0.07044307347167694
S000001174	S000002242	1.424881636631067	0.029214717188358046
S000001174	S000003836	1.429752280002408	0.03133372160745486
S000001174	S000004905	1.429752280002408	0.025293841090738126
S000001175	S000003476	1.436162647040756	0.03699186991869919
S000001175	S000005100	2.2329961103921536	0.28334714167357083
S000001175	S000005370	1.436162647040756	0.0407158836689038
S000001177	S000000015	1.5422027824340283	0.017871794871794872
S000001177	S000000072	1.6439459127480667	0.02828250401284109
S000001177	S000000201	1.5860243823869757	0.02182899207248018
S000001177	S000000232	1.7075701760979363	0.04625850340136054
S000001177	S000000263	1.658964842664435	0.026729191090269635
S000001177	S000000478	1.7126497016272113	0.04669683257918552
S000001177	S000000529	1.5814945422908993	0.023673596028544835
S000001177	S000000601	1.5352941200427705	0.028823529411764703
S000001177	S000000687	1.6483600109809315	0.03404743687834736
S000001177	S000000925	2.655138434811382	0.40812641083521445
S000001177	S000000931	1.561101383649056	0.021077012159814706
S000001177	S000000999	1.7075701760979363	0.033497536945812804
S000001177	S000001072	1.5746099413401873	0.035291353383458644
S000001177	S000001121	1.5346605758284444	0.02005856515373353
S000001177	S000001124	1.5746099413401873	0.023072196620583716
S000001177	S000001144	1.7730546933642626	0.035712134899126766
S000001177	S000001357	1.5877109650189114	0.027781765972720748
S000001177	S000001531	1.6127838567197355	0.03368940016433854
S000001177	S000001584	1.7512791039833422	0.026729857819905212
S000001177	S000001599	1.5198279937757189	0.030269775948788297
S000001177	S000001644	1.5125509929042107	0.032275656916212196
S000001177	S000001651	1.504470862494419	0.024342857142857145
S000001177	S000001654	1.7299742856995557	0.035398813447593935
S000001177	S000001861	1.670245853074124	0.01965560688786224
S000001177	S000001865	1.5634810853944108	0.038874137015400954
S000001177	S000001910	1.797959643737196	0.06184145741014278
S000001177	S000002183	1.5496162395190853	0.029517069109075773
S000001177	S000002186	1.5490032620257879	0.026290382473078352
S000001177	S000002237	1.579211780231499	0.035220417633410675
S000001177	S000002259	1.6739419986340878	0.043362425355994494
S000001177	S000002655	1.5371892262436446	0.03333333333333333
S000001177	S000002898	1.8044801891059927	0.04701327433628318
S000001177	S000002915	1.5987905067631152	0.02308139534883721
S000001177	S000003126	1.7770641547424295	0.0548327989005955
S000001177	S000003147	1.6807886115066824	0.04220950704225352
S000001177	S000003148	1.61066016308988	0.027437794216543375
S000001177	S000003284	1.741151598851785	0.05833774483853891
S000001177	S000003420	1.5809249756756194	0.023554868624420404
S000001177	S000003593	1.5490032620257879	0.028319999999999998
S000001177	S000003631	1.8407332346118068	0.033632613443339
S000001177	S000003642	1.5987905067631152	0.03230268510984541
S000001177	S000003701	1.4517864355242902	0.019537452537107352
S000001177	S000003820	1.4913616938342726	0.022040526128688235
S000001177	S000003942	1.6004283257321312	0.03010955799017756
S000001177	S000004103	1.6329631681672612	0.04237789837197829
S000001177	S000004238	1.5171958979499744	0.02776371308016878
S000001177	S000004354	1.5628873812938793	0.02808298117556665
S000001177	S000004747	1.6536947953150818	0.04787460148777896
S000001177	S000004829	1.658964842664435	0.03433734939759036
S000001177	S000004905	1.5198279937757189	0.02824232081911263
S000001177	S000004965	1.6324572921847242	0.0352796052631579
S000001177	S000005098	2.8356905714924254	0.6072695035460993
S000001177	S000005105	1.69810054562339	0.037059041960638694
S000001177	S000005242	1.6344772701607315	0.03009776536312849
S000001177	S000005314	1.766040860381389	0.026577089501252562
S000001177	S000005330	1.6364878963533653	0.029168070057258334
S000001177	S000005405	1.507180977260241	0.019046208530805686
S000001177	S000005460	1.7645497190644672	0.03483078766097634
S000001177	S000005473	1.5814945422908993	0.030766129032258064
S000001177	S000005488	1.5877109650189114	0.040779768177028455
S000001177	S000005757	1.6825962914605532	0.044480369515011546
S000001177	S000005759	1.8003733548913496	0.045579213280404186
S000001177	S000005793	1.6148972160331345	0.030439601034355376
S000001177	S000005878	1.6575338875579861	0.04237762237762238
S000001177	S000005963	1.4690852991231205	0.025810692375109554
S000001177	S000006061	1.6665179805548809	0.04284395198522623
S000001177	S000006062	1.7885218872224729	0.0423501033769814
S000001177	S000006071	1.6444385894678386	0.029787234042553193
S000001177	S000006125	2.498999363580153	0.29348837209302325
S000001177	S000006130	1.7600453279658106	0.06141942369263607
S000001177	S000006258	1.5145477526602862	0.03400936037441498
S000001177	S000006315	1.6444385894678386	0.03844812554489974
S000001177	S000006365	1.5563025007672873	0.029008863819500404
S000001179	S000003170	2.320146286111054	0.19961795606494748
S000001179	S000003596	1.6794278966121188	0.04828282828282828
S000001179	S000004079	1.5763413502057928	0.03291139240506329
S000001179	S000004479	1.4487063199050798	0.0247686205376818
S000001179	S000006115	1.4424797690644486	0.023705605477107403
S000001185	S000005959	1.404833716619938	0.10039525691699604
S000001186	S000002702	1.4578818967339924	0.0316079295154185
S000001187	S000000402	1.4828735836087537	0.02629757785467128
S000001187	S000001461	1.41161970596323	0.05191146881287727
S000001187	S000003572	1.424881636631067	0.04512298558100085
S000001187	S000005427	1.4487063199050798	0.029751191106405506
S000001187	S000006266	1.5118833609788744	0.06639427987742594
S000001189	S000000829	1.5763413502057928	0.042170022371364656
S000001189	S000005117	2.0969100130080562	0.15142337976983647
S000001189	S000006375	1.4517864355242902	0.027515799708313075
S000001190	S000002246	1.421603926869831	0.034874504623513866
S000001190	S000005011	1.6232492903979006	0.1023142509135201
S000001197	S000000883	1.5198279937757189	0.02087669504888048
S000001197	S000001336	1.505149978319906	0.020182907600126143
S000001197	S000002989	1.4548448600085102	0.015208110992529349
S000001197	S000004890	1.5786392099680724	0.02040376850605653
S000001197	S000005162	1.4487063199050798	0.016432748538011698
S000001197	S000006222	1.5098742850047193	0.018862973760932947
S000001203	S000002273	1.436162647040756	0.042292796281951976
S000001203	S000003471	1.5634810853944108	0.062033898305084746
S000001203	S000004014	1.443262987458695	0.012407780013413815
S000001204	S000002232	1.4393326938302626	0.020272760781422778
S000001204	S000002320	1.5269850685599957	0.03003123605533244
S000001204	S000003473	2.6414741105040993	0.3536536132418248
S000001204	S000003886	1.4517864355242902	0.026337831549557933
S000001204	S000004196	1.69284691927723	0.03906497622820919
S000001205	S000003048	1.6683859166900001	0.1738805970149254
S000001205	S000003107	1.4548448600085102	0.029579657498702647
S000001205	S000003475	2.294466226161593	0.6973451327433628
S000001206	S000003480	2.424881636631067	0.5086042065009561
S000001207	S000004422	1.6020599913279625	0.010325245224574084
S000001207	S000004813	1.4548448600085102	0.015590809628008753
S000001207	S000005496	1.4548448600085102	0.014485387547649302
S000001208	S000001413	1.4941545940184429	0.008516446021564077
S000001208	S000001556	1.4712917110589385	0.008713570797762733
S000001208	S000005767	1.4913616938342726	0.01010924506766672
S000001209	S000000180	1.5514499979728753	0.024895104895104898
S000001209	S000000201	1.4608978427565478	0.015562735595045772
S000001209	S000001159	1.530199698203082	0.025996932515337422
S000001209	S000002652	1.4771212547196624	0.02332814930015552
S000001209	S000003279	1.4828735836087537	0.017856093979441996
S000001209	S000005451	1.4393326938302626	0.021704814522494082
S000001210	S000000425	1.4424797690644486	0.04324746291959407
S000001210	S000001443	1.429752280002408	0.038048090523338046
S000001210	S000002253	1.436162647040756	0.02445141065830721
S000001210	S000003252	1.5490032620257879	0.09147286821705426
S000001210	S000005682	1.4456042032735976	0.02732615083251714
S000001210	S000006046	1.4548448600085102	0.02159090909090909
S000001211	S000000034	1.749736315569061	0.0615216201423098
S000001211	S000000808	1.4393326938302626	0.025785278949835913
S000001211	S000003067	1.5198279937757189	0.02760633861551293
S000001211	S000003405	1.7951845896824241	0.06812227074235808
S000001211	S000003488	1.429752280002408	0.02575394925801819
S000001211	S000004746	1.4885507165004443	0.04222069910897876
S000001211	S000005336	1.551449997972875	0.034263715110683345
S000001211	S000005620	1.617000341120899	0.05726141078838175
S000001211	S000005788	1.4393326938302626	0.03076062639821029
S000001211	S000005972	1.5327543789924976	0.04598786244099797
S000001211	S000006014	1.5831987739686226	0.03170529801324503
S000001212	S000000992	1.4742162640762553	0.013536225300931183
S000001212	S000001405	1.4456042032735976	0.020993227990970652
S000001212	S000001441	1.7126497016272113	0.03500678426051561
S000001212	S000002189	1.9380190974762104	0.05908006814310051
S000001212	S000002242	2.2068258760318495	0.1776061776061776
S000001212	S000002319	2.256477206241677	0.18541345659989728
S000001212	S000002428	2.2355284469075487	0.20093457943925233
S000001212	S000002699	1.5587085705331658	0.023072020395156153
S000001212	S000003032	1.7634279935629373	0.05714285714285714
S000001212	S000003139	2.155336037465062	0.13978494623655913
S000001212	S000003220	1.6273658565927327	0.025328554360812425
S000001212	S000003313	1.4608978427565478	0.044054878048780485
S000001212	S000004266	2.1789769472931693	0.14367269267364416
S000001212	S000004553	1.4712917110589385	0.025953529153879877
S000001212	S000004903	2.298853076409707	0.2058975685463011
S000001212	S000005063	1.4424797690644486	0.02911192853389385
S000001212	S000005283	1.4742162640762553	0.012481675392670158
S000001212	S000005321	2.03342375548695	0.09926470588235294
S000001212	S000006408	1.4828735836087537	0.020019756338491932
S000001214	S000000986	1.4608978427565478	0.01963982330954808
S000001214	S000003807	1.4548448600085102	0.02236171047469596
S000001214	S000003874	1.4424797690644486	0.03062465450525152
S000001214	S000004409	1.507180977260241	0.02609577922077922
S000001214	S000005124	1.429752280002408	0.02710327455919395
S000001214	S000005583	1.4742162640762553	0.02835394862036156
S000001214	S000005595	1.5145477526602862	0.02441209406494961
S000001214	S000006270	1.7283537820212285	0.05593308938839519
S000001215	S000001914	1.4668676203541096	0.023898858075040785
S000001215	S000005070	1.4608978427565478	0.016866063612489057
S000001217	S000002255	1.424881636631067	0.029870859067939362
S000001217	S000002810	1.4393326938302626	0.028901734104046242
S000001217	S000004093	1.4487063199050798	0.02533814247069432
S000001217	S000004900	1.4456042032735976	0.01926795580110497
S000001217	S000004942	2.797613730153076	0.6991643454038997
S000001217	S000005315	1.4456042032735976	0.033574007220216605
S000001217	S000005625	1.429752280002408	0.031388564760793464
S000001217	S000005920	2.7983052820219765	0.7002785515320334
S000001217	S000006202	2.7983052820219765	0.7002785515320334
S000001218	S000000839	1.4305587695227575	0.05113851992409868
S000001218	S000002513	1.4771212547196624	0.06153846153846154
S000001218	S000002916	1.429752280002408	0.030429864253393665
S000001218	S000004403	1.4771212547196624	0.0671892497200448
S000001219	S000005092	1.4578818967339924	0.040394088669950735
S000001221	S000000048	1.6570558528571038	0.024454618906544573
S000001221	S000000986	1.4668676203541096	0.018352646414030692
S000001221	S000001392	1.504470862494419	0.01819994303617203
S000001221	S000001873	1.4969296480732148	0.024426293271100737
S000001221	S000002249	1.4712917110589385	0.023822937625754527
S000001221	S000002441	1.5490032620257879	0.022250157133878064
S000001221	S000002615	1.5198279937757189	0.020325452870739946
S000001221	S000002621	1.4487063199050798	0.01632771644392795
S000001221	S000002711	1.5705429398818975	0.022202327663384067
S000001221	S000003520	1.436162647040756	0.021538461538461538
S000001221	S000003625	1.5634810853944108	0.022882150672085027
S000001221	S000003977	1.6273658565927327	0.025901038485033598
S000001221	S000004088	1.6127838567197355	0.02844259451959764
S000001221	S000004218	1.5118833609788744	0.020155038759689922
S000001221	S000004256	1.568201724066995	0.02481556002682763
S000001221	S000004268	1.5831987739686226	0.01772327626099028
S000001221	S000004524	1.4601458174917503	0.011496314006774259
S000001221	S000004778	1.5250448070368452	0.02386039886039886
S000001221	S000004893	1.5250448070368452	0.014902135231316727
S000001221	S000005342	1.4424797690644486	0.020182149362477232
S000001221	S000005346	1.5403294747908738	0.024838940586972086
S000001221	S000005449	1.6004283257321312	0.02166349551508562
S000001221	S000005688	1.530199698203082	0.021010226216299967
S000001221	S000005698	1.5809249756756194	0.02401512763945793
S000001221	S000005864	1.4771212547196624	0.019255455712451863
S000001221	S000005890	1.6464037262230695	0.024714086471408644
S000001221	S000005907	1.4828735836087537	0.022644320297951583
S000001222	S000006372	1.41161970596323	0.04506550218340612
S000001224	S000001275	1.4969296480732148	0.01845430502497796
S000001224	S000002722	1.4548448600085102	0.03015873015873016
S000001225	S000000957	1.4712917110589385	0.009759314210352787
S000001225	S000001847	1.4668676203541096	0.01889712995807804
S000001225	S000002297	1.4456042032735976	0.017541653568060356
S000001226	S000003488	2.9552065375419416	0.889985199802664
S000001226	S000004509	1.4517864355242902	0.024705368834570057
S000001226	S000004671	1.4329692908744058	0.029155459924690697
S000001229	S000001239	1.4638929889859074	0.013218260277083806
S000001229	S000001917	1.530199698203082	0.015896834701055098
S000001229	S000002525	1.4857214264815801	0.013385826771653543
S000001229	S000002772	1.546542663478131	0.01682198327359618
S000001229	S000002972	1.4742162640762553	0.014529497805948319
S000001229	S000003648	1.4800069429571505	0.0128101802757158
S000001229	S000003649	1.4712917110589385	0.008522890872444573
S000001229	S000003650	1.4578818967339924	0.01404453144115488
S000001229	S000004119	1.4638929889859074	0.011246376811594204
S000001229	S000004738	1.4828735836087537	0.014175798554441595
S000001229	S000005371	1.4668676203541096	0.012599440980434315
S000001229	S000005755	1.5327543789924976	0.016226504877468472
S000001229	S000005756	1.4913616938342726	0.01497584541062802
S000001229	S000007371	1.4608978427565478	0.014145863925599607
S000001230	S000003092	1.4548448600085102	0.028978139298423997
S000001230	S000005947	1.436162647040756	0.032480666270077334
S000001233	S000002218	1.4712917110589385	0.023233908948194663
S000001233	S000006215	1.4424797690644486	0.03504111321948134
S000001239	S000005241	1.546542663478131	0.01570026761819804
S000001244	S000001399	1.4548448600085102	0.020562770562770564
S000001244	S000005933	1.4996870826184039	0.018922155688622756
S000001247	S000005864	1.4548448600085102	0.01769636758770568
S000001248	S000000015	2.0	0.04440497335701599
S000001248	S000000071	1.9057958803678685	0.06130997715156131
S000001248	S000000072	1.9738203243526837	0.050631890293089545
S000001248	S000000105	1.5587085705331658	0.023317230273752015
S000001248	S000000112	1.9728967844365444	0.07647537647537647
S000001248	S000000201	2.406540180433955	0.12330754352030948
S000001248	S000000232	2.225309281725863	0.11961552153791385
S000001248	S000000263	1.743901550485179	0.027614541832669325
S000001248	S000000301	1.5965970956264601	0.01680851063829787
S000001248	S000000478	2.0	0.07107320540156362
S000001248	S000000529	2.0718820073061255	0.06166710216880063
S000001248	S000000601	1.9520655901850503	0.060020107238605895
S000001248	S000000687	2.380211241711606	0.14916096954630206
S000001248	S000000925	1.6897526961391567	0.0347286271727563
S000001248	S000000931	2.0064660422492318	0.05002464268112371
S000001248	S000000999	2.0170333392987803	0.05700191833379008
S000001248	S000001072	1.9014583213961123	0.05834553440702781
S000001248	S000001121	1.6288995644206066	0.021174421497885045
S000001248	S000001124	1.8609366207000937	0.03762632806426535
S000001248	S000001144	2.110589710299249	0.06573248407643312
S000001248	S000001177	1.7528164311882715	0.03988724453840733
S000001248	S000001297	1.8273692730538253	0.05399758939333066
S000001248	S000001357	1.7686381012476144	0.034631268436578176
S000001248	S000001531	1.8585371975696392	0.04753127057274523
S000001248	S000001584	2.1335389083702174	0.05638474295190713
S000001248	S000001599	1.8597385661971468	0.05188104621999284
S000001248	S000001609	2.5471591213274176	0.22567221510883484
S000001248	S000001622	2.0086001717619175	0.07249466950959488
S000001248	S000001644	1.8515640822634885	0.054215948111407855
S000001248	S000001651	1.8503398545834793	0.043883555280272525
S000001248	S000001654	1.5024271199844328	0.01748213304013194
S000001248	S000001861	1.9668454236549164	0.03453224002981737
S000001248	S000001865	1.7315887651867388	0.04334539605950945
S000001248	S000001910	2.1271047983648077	0.10170777988614801
S000001248	S000002183	1.8457180179666586	0.04664005322687957
S000001248	S000002186	1.884512159190394	0.04649681528662421
S000001248	S000002237	1.890979596989689	0.05639724537876042
S000001248	S000002259	2.0588054866759067	0.08234448040273283
S000001248	S000002529	2.128722284338427	0.0682741116751269
S000001248	S000002655	1.8645110810583918	0.05481093223511794
S000001248	S000002691	1.530199698203082	0.013195796029583495
S000001248	S000002898	2.1917303933628562	0.09378769601930036
S000001248	S000002915	2.0969100130080562	0.06181998021760633
S000001248	S000002989	1.5198279937757189	0.020275650842266464
S000001248	S000003126	2.098643725817057	0.09006099748833872
S000001248	S000003147	1.9912260756924949	0.06815020862308763
S000001248	S000003148	2.0253058652647704	0.05925097820011179
S000001248	S000003272	1.9360107957152095	0.06940088459991958
S000001248	S000003284	1.8122446968003694	0.0520657841957481
S000001248	S000003324	2.2695129442179165	0.12757201646090535
S000001248	S000003420	1.5809249756756194	0.019848918989320136
S000001248	S000003593	1.6575338875579861	0.029284793814432993
S000001248	S000003630	1.4742162640762553	0.017072472071039818
S000001248	S000003631	2.089905111439398	0.05206349206349206
S000001248	S000003642	1.8017466192194602	0.041378184193337685
S000001248	S000003677	1.9108910886445283	0.04798232695139912
S000001248	S000003701	1.8109042806687004	0.036960868323336185
S000001248	S000003723	1.9836262871245345	0.05654726952436876
S000001248	S000003820	1.7407573233077704	0.032221246707638276
S000001248	S000003942	1.7867514221455612	0.037649953860350666
S000001248	S000004086	2.1492191126553797	0.0689149560117302
S000001248	S000004103	1.9415114326344032	0.06643861649562904
S000001248	S000004238	2.0644579892269186	0.07800941492938802
S000001248	S000004354	1.910891088644528	0.05079513564078578
S000001248	S000004603	2.1383026981662816	0.08639648130694313
S000001248	S000004710	2.5520595341878844	0.22874558870709016
S000001248	S000004747	1.8756399370041683	0.06041834271922767
S000001248	S000004829	1.5125509929042107	0.019969325153374233
S000001248	S000004905	1.9656719712201067	0.06268656716417911
S000001248	S000004965	1.8350561017201164	0.04505928853754941
S000001248	S000005098	1.743901550485179	0.03877622377622378
S000001248	S000005105	1.9887818434536402	0.059114346375492864
S000001248	S000005127	1.670245853074124	0.02805755395683453
S000001248	S000005242	2.0211892990699383	0.06055363321799308
S000001248	S000005251	1.8385342705118686	0.055159999999999994
S000001248	S000005261	1.5397032389478256	0.025695216907675195
S000001248	S000005314	1.9800033715837464	0.038238238238238235
S000001248	S000005330	2.371990911464915	0.13182199832073888
S000001248	S000005376	2.1156105116742996	0.09886363636363636
S000001248	S000005405	2.0232524596337114	0.05301507537688442
S000001248	S000005460	2.216165902285993	0.08343900583312198
S000001248	S000005473	1.9912260756924949	0.06355382619974059
S000001248	S000005488	1.8876173003357362	0.06171063149480416
S000001248	S000005587	1.7856856682809013	0.05035051546391752
S000001248	S000005757	2.0472748673841794	0.0805344889851932
S000001248	S000005759	2.0791812460476247	0.07111111111111111
S000001248	S000005793	1.7573960287930244	0.0345514950166113
S000001248	S000005878	2.060697840353612	0.08366678792288104
S000001248	S000005947	1.8721562727482928	0.05392689106044155
S000001248	S000005952	1.9387698227831174	0.07369537547730165
S000001248	S000005963	1.8372727025023003	0.04764379764379764
S000001248	S000006061	2.0232524596337114	0.07617328519855596
S000001248	S000006062	2.05307844348342	0.06446092413006276
S000001248	S000006071	2.105510184769974	0.07152875175315568
S000001248	S000006074	2.093421685162235	0.07249342297573809
S000001248	S000006125	1.651762447380111	0.03257080610021786
S000001248	S000006130	2.1702617153949575	0.11945117029862792
S000001248	S000006157	1.7160033436347992	0.042105263157894736
S000001248	S000006258	1.9845273133437926	0.07637514839730906
S000001248	S000006315	2.2695129442179165	0.12836438923395446
S000001248	S000006365	1.863322860120456	0.047310434219053794
S000001249	S000001409	1.797959643737196	0.03316609453393187
S000001249	S000001861	1.6288995644206066	0.017279187817258884
S000001249	S000003418	1.4941545940184429	0.022413793103448276
S000001249	S000003481	1.7828308052025919	0.0549614861803353
S000001249	S000003715	1.4183012913197455	0.03491005996002665
S000001249	S000003908	1.4548448600085102	0.028175976272862086
S000001249	S000003996	1.6963563887333322	0.03619810633648944
S000001249	S000004676	1.4456042032735976	0.033797698364627496
S000001249	S000028518	1.4329692908744058	0.03613333333333334
S000001250	S000002245	1.429752280002408	0.032844932844932846
S000001250	S000002441	1.4393326938302626	0.02015390252839868
S000001250	S000003704	1.5446880223026773	0.02687883435582822
S000001250	S000006086	1.6349808000512285	0.045953141640042605
S000001251	S000003909	2.783903579272735	0.7633396107972379
S000001251	S000005546	1.41161970596323	0.050390625
S000001254	S000000059	2.848189116991399	0.3096179183135705
S000001259	S000002204	1.424881636631067	0.03735955056179775
S000001259	S000004424	3.001517376823504	0.9304589707927677
S000001259	S000004520	2.9656719712201065	0.8571428571428571
S000001264	S000004263	1.4487063199050798	0.01713937175968283
S000001264	S000005050	2.667452952889954	0.21141168447374403
S000001264	S000005269	1.8350561017201164	0.03616177636796194
S000001264	S000005426	1.9818186071706636	0.0697962154294032
S000001264	S000005496	1.4885507165004443	0.022310756972111555
S000001264	S000005635	2.6669857183296606	0.219000471475719
S000001265	S000003059	2.374748346010104	0.375594294770206
S000001266	S000002522	1.3856062735983121	0.09838056680161944
S000001267	S000002600	1.436162647040756	0.02440768886902101
S000001267	S000003750	1.436162647040756	0.020815859702630578
S000001267	S000005261	1.4424797690644486	0.022845360824742266
S000001267	S000005448	1.61066016308988	0.04035608308605341
S000001267	S000005814	1.6344772701607315	0.04106717484516437
S000001267	S000005890	1.4638929889859074	0.016695352839931153
S000001267	S000006109	1.4828735836087537	0.02642329421990439
S000001268	S000002277	1.5346605758284444	0.04885877318116976
S000001268	S000003328	1.6794278966121188	0.06727656579873328
S000001268	S000003489	1.5250448070368452	0.043619791666666664
S000001268	S000004340	1.5198279937757189	0.04745519713261649
S000001268	S000004776	1.9712758487381052	0.12140077821011673
S000001268	S000004854	1.429752280002408	0.03791402396053559
S000001268	S000005626	1.6464037262230695	0.06148507980569049
S000001268	S000005656	1.7466341989375787	0.08140043763676148
S000001268	S000005748	1.4771212547196624	0.0425531914893617
S000001268	S000006055	1.4305587695227575	0.03819985825655564
S000001268	S000006215	2.0170333392987803	0.14444444444444443
