15S_RRNA
CRZ1
CSE1
CSE2
CSE4
CSG2
CSH1
CSM1
CSM3
CSM4
CSR1
CSR2
CST26
CST6
CST9
CTA1
CTF13
CTF18
CTF4
CTH1
CTI6
CTK1
CTK2
CTL1
CTM1
CTP1
CTR1
CTR2
CTR3
CTR9
CTS1
CTT1
CUE1
CUE5
CUL3
CUP1-1
CUP1-2
CUP2
CUP9
CUR1
CUS2
CUZ1
CWC15
CWC2
CWC22
CWC27
CWH41
CWP1
CWP2
CYB2
CYB5
CYC1
CYC2
CYC3
CYC7
CYC8
CYK3
CYM1
CYR1
CYS3
CYS4
CYT1
CYT2
DAD1
DAD2
DAD3
DAD4
DAK1
DAK2
DAL1
DAL3
DAL4
DAL5
DAL7
DAL80
DAL81
DAL82
DAM1
DAN1
DAN4
DAP1
DAP2
DAS1
DAS2
DAT1
DBF2
DBF20
DBF4
DBP1
DBP10
DBP2
DBP3
DBP5
DBP6
DBP7
DBP8
DBP9
DBR1
DCD1
DCI1
DCN1
DCP1
DCP2
DCR2
DCS1
DCS2
DDC1
DDI1
DDL1
DDP1
DDR48
DED1
DED81
DEF1
DEG1
DEP1
DER1
DET1
DFG10
DFM1
DFR1
DGA1
DGK1
DHH1
DHR2
DIA2
DIA3
DIA4
DIC1
DIE2
DIF1
DIG1
DIG2
DIM1
DIN7
DIP2
DIP5
DIS3
DIT1
DIT2
DJP1
DLD1
DLD2
DLD3
DMA1
DMA2
DMC1
DNA2
DNF1
DNF2
DNF3
DNL4
DNM1
DOA1
DOA4
DOC1
DOG2
DOM34
DON1
DOT1
DOT5
DOT6
DPB11
DPB2
DPB3
DPB4
DPH5
DPH6
DPL1
DPM1
DPP1
DPS1
DRE2
DRN1
DRS1
DRS2
DSE1
DSE2
DSE4
DSK2
DSS1
DSS4
DST1
DTD1
DTR1
DUF1
DUG1
DUG2
DUG3
DUN1
DUO1
DUR1,2
DUR3
DUS1
DUS3
DUT1
DXO1
DYN1
DYN2
DYN3
DYS1
EAF6
EAP1
EAR1
EAT1
EBP2
ECI1
ECM10
ECM14
ECM16
ECM18
ECM2
ECM21
ECM22
ECM27
ECM29
ECM31
ECM32
ECM38
ECM4
ECM5
ECO1
ECT1
EDC1
EDC2
EDC3
EDE1
EFB1
EFM1
EFM2
EFM3
EFM4
EFM5
EFM6
EFT1
EFT2
EGD1
EGD2
EGH1
EGT2
EHD3
EHT1
EKI1
ELA1
ELC1
ELF1
ELG1
ELM1
ELO1
ELO2
ELO3
ELP2
ELP3
ELP4
ELP6
EMG1
EMI2
EMP46
EMP47
EMT1
EMT2
EMT3
EMT4
EMT5
ENA1
ENA2
ENA5
ENB1
END3
ENO1
ENO2
ENP1
ENT1
ENT2
ENT3
ENT4
ENT5
ENV7
ENV9
EPL1
EPS1
EPT1
ERB1
ERC1
ERD1
ERD2
ERF2
ERG1
ERG10
ERG11
ERG12
ERG13
ERG2
ERG20
ERG24
ERG25
ERG26
ERG27
ERG28
ERG3
ERG4
ERG5
ERG6
ERG7
ERG8
ERG9
ERI1
ERO1
ERR1
ERR2
ERR3
ERS1
ERT1
ERV1
ERV14
ERV2
ERV29
ESA1
ESC2
ESF1
ESF2
ESL1
ESL2
ESP1
ESS1
EST1
EST2
EST3
ETR1
EUC1
EUG1
EXG1
EXG2
EXO1
EXO5
EXO70
FAA1
FAA2
FAA3
FAA4
FAB1
FAD1
FAL1
FAP1
FAP7
FAR1
FAS1
FAS2
FAT1
FAU1
FBA1
FBP1
FBP26
FCF1
FCP1
FCY1
FCY2
FCY21
FCY22
FDC1
FDH1
FDH2
FEN2
FES1
FET3
FET4
FET5
FEX1
FEX2
FHL1
FIG4
FIN1
FIP1
FKH1
FKH2
FKS1
FKS3
FLC1
FLC2
FLC3
FLO1
FLO10
FLO5
FLO8
FLO9
FLR1
FLX1
FMN1
FMO1
FMP30
FMP48
FMS1
FMT1
FOB1
FOL1
FOL2
FOL3
FOX2
FPK1
FPR1
FPR3
FPR4
FPS1
FPY1
FRD1
FRE1
FRE2
FRE3
FRE4
FRE5
FRE6
FRE7
FRE8
FRK1
FRM2
FRQ1
FRS1
FRS2
FSF1
FSH1
FTH1
FTR1
FUI1
FUM1
FUN12
FUN19
FUN26
FUN30
FUR1
FUR4
FUS3
FYV10
FYV4
FZF1
FZO1
GAC1
GAD1
GAL1
GAL10
GAL11
GAL2
GAL3
GAL4
GAL7
GAL80
GAL83
GAP1
GAR1
GAS1
GAS2
GAS3
GAS4
GAS5
GAT1
GAT4
GBP2
GCD1
GCD10
GCD11
GCD14
GCD2
GCD6
GCD7
GCG1
GCN1
GCN2
GCN20
GCN3
GCN4
GCN5
GCR1
GCR2
GCS1
GCV1
GCV2
GCV3
GCY1
GDA1
GDB1
GDE1
GDH1
GDH2
GDH3
GDI1
GDT1
GEA1
GEA2
GEF1
GEM1
GEP4
GET1
GET2
GET3
GEX1
GEX2
GFD1
GGA1
GGA2
GGC1
GIC1
GIC2
GIM3
GIM4
GIM5
GIN4
GIP1
GIP2
GIP3
GIP4
GIR2
GIS1
GIS2
GIT1
GLC3
GLC7
GLC8
GLE1
GLE2
GLG1
GLG2
GLK1
GLN1
GLN3
GLN4
GLO1
GLO2
GLO3
GLO4
GLR1
GLT1
GLY1
GMC1
GNA1
GND1
GND2
GNP1
GNT1
GON7
GOR1
GOS1
GPA1
GPA2
GPB1
GPB2
GPC1
GPD1
GPD2
GPH1
GPI1
GPI10
GPI11
GPI12
GPI13
GPI14
GPI15
GPI18
GPI19
GPI2
GPI8
GPM1
GPN2
GPP1
GPP2
GPR1
GPT2
GPX1
GPX2
GRC3
GRE2
GRE3
GRH1
GRR1
GRS1
GRS2
GRX1
GRX2
GRX3
GRX4
GRX5
GRX6
GRX7
GSC2
GSF2
GSH1
GSH2
GSM1
GSP1
GSP2
GSY1
GSY2
GTB1
GTF1
GTO1
GTO3
GTR1
GTR2
GTS1
GTT1
GTT2
GUA1
GUD1
GUF1
GUK1
GUP1
GUP2
GUS1
GUT1
GUT2
GWT1
GYL1
GYP1
GYP5
GYP6
GYP7
GYP8
GZF3
HAA1
HAC1
HAL5
HAL9
HAM1
HAP1
HAP2
HAP3
HAP4
HAP5
HAS1
HAT1
HAT2
HBS1
HCA4
HCH1
HCM1
HCR1
HDA1
HDA2
HDA3
HED1
HEF3
HEK2
HEL1
HEL2
HEM1
HEM12
HEM13
HEM14
HEM15
HEM2
HEM25
HEM3
HER2
HES1
HFA1
HFD1
HFI1
HFL1
HFM1
HGH1
HHF1
HHF2
HHO1
HHT1
HHT2
HIF1
HIP1
HIR1
HIR2
HIR3
HIS2
HIS4
HIS5
HIS6
HIS7
HKR1
HLJ1
HMF1
HMG1
HMG2
HMI1
HMLALPHA1
HMLALPHA2
HMO1
HMRA1
HMS2
HMT1
HMX1
HNM1
HNT1
HNT2
HNT3
HO
HOC1
HOF1
HOG1
HOL1
HOM2
HOM3
HOM6
HOP1
HOP2
HOS1
HOS2
HOS3
HOT1
HOT13
HPA2
HPA3
HPC2
HPF1
HPM1
HPR1
HPT1
HRB1
HRD1
HRD3
HRK1
HRP1
HRQ1
HRR25
HRT1
HRT3
HSC82
HSE1
HSF1
HSH155
HSH49
HSK3
HSL1
HSL7
HSM3
HSP10
HSP104
HSP12
HSP150
HSP26
HSP31
HSP32
HSP42
HSP60
HSP78
HSP82
HST1
HST2
HST3
HST4
HSV2
HSX1
HTA1
HTA2
HTB1
HTB2
HTD2
HTL1
HTS1
HTZ1
HUB1
HUG1
HUL4
HUL5
HUT1
HXK1
HXK2
HXT1
HXT10
HXT11
HXT13
HXT14
HXT15
HXT16
HXT17
HXT2
HXT3
HXT4
HXT5
HXT6
HXT7
HXT8
HXT9
HYM1
HYP2
HYR1
ICL1
ICL2
ICP55
ICT1
IDH1
IDH2
IDI1
IDP1
IDP2
IDP3
IDS2
IFA38
IFH1
IFM1
IGD1
IGO1
IGO2
IKI1
IKI3
IKS1
ILS1
ILV1
ILV2
ILV3
ILV5
ILV6
IMA1
IMA3
IMD2
IMD3
IMD4
IME1
IME2
IME4
IMG1
IMG2
IML1
IMO32
IMP1
IMP2
IMP2'
IMP3
IMP4
IMT1
IMT2
IMT3
IMT4
INH1
INM1
INN1
INO1
INO2
INO4
INO80
INP1
INP2
INP51
INP52
INP53
INP54
IOC2
IOC3
IOC4
IPA1
IPI1
IPI3
IPK1
IPL1
IPP1
IPT1
IQG1
IRA1
IRA2
IRC15
IRC20
IRC21
IRC3
IRC5
IRE1
IRR1
ISA1
ISA2
ISC1
ISD11
ISM1
IST1
IST2
IST3
ISU1
ISU2
ISW1
ISW2
ISY1
ITR1
ITR2
ITT1
IVY1
IWR1
IXR1
IZH1
IZH2
IZH3
IZH4
JAC1
JEM1
JEN1
JHD2
JJJ1
JJJ2
JJJ3
JLP1
JNM1
JSN1
KAE1
KAP104
KAP114
KAP120
KAP122
KAP123
KAP95
KAR1
KAR2
KAR3
KAR4
KCC4
KCH1
KCS1
KDX1
KEI1
KES1
KEX1
KEX2
KGD1
KGD2
KHA1
KIC1
KIN1
KIN2
KIN28
KIN3
KIN4
KIN82
KIP1
KIP2
KIP3
KKQ8
KNS1
KOG1
KRE1
KRE2
KRE29
KRE33
KRE5
KRE6
KRS1
KSP1
KSS1
KTI11
KTI12
KTR1
KTR2
KTR3
KTR4
KTR5
KTR6
KTR7
LAC1
LAG1
LAM1
LAM4
LAM5
LAM6
LAP2
LAP3
LAS1
LAS17
LAS21
LAT1
LCB1
LCB2
LCB3
LCB4
LCB5
LCD1
LDB17
LDB19
LDH1
LEA1
LEM3
LEO1
LEU1
LEU2
LEU3
LEU4
LEU5
LEU9
LHP1
LHS1
LIA1
LIF1
LIP1
LIP2
LIP5
LOA1
LOC1
LOG1
LOS1
LOT6
LPD1
LPL1
LPP1
LPX1
LRE1
LRG1
LRO1
LRP1
LSB3
LSB6
LSC1
LSC2
LSG1
LSM1
LSM12
LSM2
LSM3
LSM4
LSM5
LSM6
LSM7
LSM8
LSO2
LSP1
LSR1
LST4
LST7
LST8
LTE1
LTO1
LTP1
LUC7
LYP1
LYS1
LYS12
LYS14
LYS2
LYS20
LYS21
LYS4
LYS5
LYS9
MAC1
MAD1
MAD2
MAD3
MAE1
MAF1
MAG1
MAG2
MAK10
MAK21
MAK3
MAK31
MAK5
MAL11
MAL12
MAL13
MAL31
MAL32
MAM33
MAP1
MAP2
MAS1
MAS2
MATALPHA1
MATALPHA2
MBA1
MBF1
MBP1
MCA1
MCD1
MCD4
MCH5
MCK1
MCM1
MCM10
MCM2
MCM3
MCM4
MCM5
MCM6
MCM7
MCO32
MCR1
MCT1
MCX1
MDE1
MDG1
MDH1
MDH2
MDH3
MDJ1
MDJ2
MDL1
MDL2
MDM1
MDM12
MDM20
MDM30
MDM35
MDM38
MDR1
MDV1
MEC1
MEC3
MED11
MED2
MED4
MED6
MED7
MED8
MEF1
MEF2
MEK1
MEP1
MEP2
MEP3
MER1
MES1
MET1
MET10
MET12
MET13
MET14
MET16
MET17
MET2
MET28
MET3
MET30
MET31
MET32
MET4
MET5
MET6
MET7
MEU1
MEX67
MF(ALPHA)1
MF(ALPHA)2
MFA1
MFA2
MFM1
MFT1
MGA1
MGE1
MGM1
MGM101
MGR1
MGR3
MGS1
MGT1
MHF1
MHP1
MHR1
MHT1
MIA40
MID1
MID2
MIF2
MIG1
MIG2
MIG3
MIH1
MIL1
MIP1
MIP6
MIR1
MIS1
MKC7
MKK1
MKK2
MKT1
MLC1
MLC2
MLH1
MLH2
MLH3
MLP1
MLP2
MLS1
MME1
MMF1
MMM1
MMP1
MMS2
MMS21
MMS4
MMT1
MMT2
MND1
MND2
MNL1
MNL2
MNN1
MNN10
MNN11
MNN2
MNN5
MNN9
MNP1
MNR2
MNS1
MNT2
MNT3
MNT4
MOB1
MOB2
MOD5
MOG1
MON1
MON2
MOT1
MOT2
MOT3
MPC1
MPC2
MPC3
MPC54
MPD1
MPD2
MPE1
MPH1
MPH2
MPH3
MPO1
MPP6
MPS1
MPS2
MPS3
MPT5
MRD1
MRE11
MRF1
MRH4
MRI1
MRK1
MRL1
MRM1
MRM2
MRN1
MRP1
MRP10
MRP13
MRP17
MRP2
MRP20
MRP21
MRP35
MRP4
MRP49
MRP51
MRP7
MRPL1
MRPL10
MRPL11
MRPL13
MRPL15
MRPL16
MRPL17
MRPL19
MRPL20
MRPL22
MRPL23
MRPL24
MRPL25
MRPL27
MRPL28
MRPL3
MRPL31
MRPL32
MRPL33
MRPL35
MRPL36
MRPL37
MRPL38
MRPL39
MRPL4
MRPL40
MRPL44
MRPL49
MRPL50
MRPL51
MRPL6
MRPL7
MRPL8
MRPL9
MRPS12
MRPS16
MRPS17
MRPS18
MRPS28
MRPS35
MRPS5
MRPS8
MRPS9
MRS1
MRS2
MRS3
MRS4
MRS6
MRT4
MRX14
MRX15
MRX18
MRX21
MSB2
MSB3
MSB4
MSC2
MSC6
MSC7
MSD1
MSE1
MSF1
MSG5
MSH1
MSH2
MSH3
MSH4
MSH5
MSH6
MSI1
MSK1
MSL1
MSL5
MSM1
MSN1
MSN2
MSN4
MSN5
MSP1
MSR1
MSS1
MSS116
MSS4
MSS51
MST1
MSW1
MSY1
MTD1
MTF1
MTF2
MTG1
MTG2
MTM1
MTO1
MTQ1
MTQ2
MTR10
MTR2
MTR4
MUD1
MUD2
MUK1
MUM2
MUM3
MUP1
MUP3
MUS81
MVB12
MVD1
MVP1
MXR1
MXR2
MYO1
MYO2
MYO3
MYO4
MYO5
MZM1
NAB2
NAB3
NAF1
NAM2
NAM7
NAM8
NAM9
NAN1
NAP1
NAR1
NAS6
NAT1
NAT3
NAT4
NAT5
NBL1
NBP1
NBP2
NBP35
NCB2
NCE103
NCL1
NCP1
NCR1
NCS2
NCS6
NCW2
NDC1
NDC80
NDD1
NDE1
NDE2
NDI1
NDJ1
NDL1
NDT80
NEJ1
NEL1
NEM1
NEO1
NET1
NEW1
NFI1
NFS1
NFT1
NFU1
NGG1
NGL1
NGL2
NGR1
NHA1
NHP10
NHP2
NHP6A
NHP6B
NHX1
NIC96
NIP1
NIP100
NIT3
NMA1
NMA111
NMA2
NMD3
NMD5
NME1
NMT1
NNK1
NNR1
NNR2
NNT1
NOB1
NOC2
NOC3
NOG1
NOG2
NOP1
NOP10
NOP12
NOP13
NOP14
NOP15
NOP2
NOP4
NOP53
NOP56
NOP58
NOP6
NOP7
NOP8
NOP9
NOT3
NOT5
NPA3
NPC2
NPL3
NPL4
NPP2
NPR1
NPT1
NPY1
NQM1
NRD1
NRG1
NRG2
NRK1
NRM1
NRT1
NSE1
NSE3
NSE4
NSE5
NSG1
NSG2
NSI1
NSP1
NSR1
NTA1
NTC20
NTE1
NTF2
NTG1
NTG2
NTH1
NTH2
NTO1
NUC1
NUD1
NUF2
NUG1
NUM1
NUP1
NUP100
NUP116
NUP120
NUP133
NUP145
NUP157
NUP159
NUP170
NUP188
NUP192
NUP2
NUP42
NUP49
NUP53
NUP57
NUP60
NUP82
NUP84
NUP85
NUS1
NUT2
NVJ3
NYV1
OAC1
OAF1
OAF3
OAR1
OAZ1
OCA1
OCH1
OCT1
ODC1
ODC2
OGG1
OLE1
OLI1
OM14
OMA1
OPI1
OPI10
OPI3
OPT1
OPT2
OPY1
ORC1
ORC2
ORC3
ORC4
ORC5
ORC6
ORT1
OSH2
OSH3
OSH6
OSH7
OSI1
OSM1
OST3
OST4
OST6
OTU1
OTU2
OXA1
OXP1
OYE2
PAA1
PAB1
PAC1
PAC10
PAC11
PAC2
PAD1
PAF1
PAH1
PAI3
PAM16
PAM18
PAN1
PAN2
PAN3
PAN5
PAN6
PAP1
PAP2
PAT1
PAU1
PAU10
PAU11
PAU12
PAU13
PAU14
PAU15
PAU16
PAU17
PAU18
PAU19
PAU2
PAU20
PAU21
PAU22
PAU23
PAU24
PAU3
PAU4
PAU5
PAU6
PAU7
PAU8
PAU9
PBI2
PBN1
PBP1
PBP2
PBS2
PCA1
PCC1
PCD1
PCF11
PCH2
PCK1
PCL1
PCL10
PCL2
PCL5
PCL6
PCL7
PCL8
PCL9
PCM1
PCP1
PCS60
PCT1
PDA1
PDB1
PDC1
PDC2
PDC5
PDC6
PDE2
PDI1
PDP3
PDR1
PDR10
PDR11
PDR12
PDR15
PDR16
PDR17
PDR3
PDR5
PDR8
PDS1
PDS5
PDX1
PDX3
PEF1
PEP1
PEP12
PEP3
PEP4
PEP5
PEP7
PEP8
PER1
PES4
PET100
PET111
PET112
PET122
PET123
PET309
PET494
PET54
PET8
PET9
PEX1
PEX10
PEX12
PEX13
PEX14
PEX15
PEX17
PEX18
PEX19
PEX2
PEX21
PEX22
PEX3
PEX4
PEX5
PEX6
PEX7
PEX8
PEX9
PFA3
PFA4
PFA5
PFD1
PFK1
PFK2
PFK26
PFK27
PFS2
PFU1
PFY1
PGA1
PGA3
PGC1
PGD1
PGI1
PGK1
PGM1
PGM2
PGS1
PGU1
PHA2
PHD1
PHM8
PHO11
PHO13
PHO2
PHO23
PHO3
PHO4
PHO5
PHO8
PHO80
PHO81
PHO84
PHO85
PHO86
PHO87
PHO89
PHO90
PHO91
PHO92
PHR1
PHS1
PIB1
PIB2
PIC2
PIF1
PIG1
PIG2
PIH1
PIK1
PIL1
PIM1
PIN4
PIP2
PIR1
PIR3
PIR5
PIS1
PKC1
PKH1
PKH2
PKP1
PKP2
PLB1
PLB2
PLB3
PLC1
PLM2
PLP2
PMA1
PMA2
PMC1
PMI40
PML1
PMP1
PMP2
PMP3
PMR1
PMS1
PMT1
PMT2
PMT3
PMT4
PMT5
PMT6
PMT7
PNC1
PNG1
PNO1
PNP1
PNS1
POB3
POF1
POG1
POL1
POL12
POL2
POL3
POL30
POL31
POL32
POL4
POL5
POM152
POM34
POP1
POP2
POP3
POP4
POP5
POP6
POP7
POP8
POR1
POR2
POS5
POT1
POX1
PPA2
PPE1
PPG1
PPH21
PPH22
PPH3
PPM2
PPN1
PPN2
PPQ1
PPR1
PPT1
PPT2
PPX1
PPZ1
PPZ2
PRB1
PRC1
PRD1
PRE1
PRE10
PRE2
PRE3
PRE7
PRI1
PRI2
PRK1
PRM15
PRM6
PRO1
PRO2
PRO3
PRP11
PRP16
PRP18
PRP19
PRP2
PRP21
PRP22
PRP24
PRP28
PRP39
PRP4
PRP40
PRP42
PRP43
PRP45
PRP5
PRP8
PRP9
PRR1
PRS1
PRS2
PRS3
PRS4
PRS5
PRT1
PRX1
PRY1
PRY2
PSA1
PSD1
PSD2
PSE1
PSH1
PSK1
PSK2
PSO2
PSP2
PSR1
PSR2
PSY2
PSY4
PTA1
PTC1
PTC2
PTC3
PTC4
PTC5
PTC6
PTC7
PTH1
PTH2
PTH4
PTI1
PTK2
PTP1
PTP2
PTP3
PTR2
PUB1
PUF2
PUF3
PUF4
PUF6
PUL4
PUP1
PUP3
PUS1
PUS2
PUS4
PUS5
PUS6
PUS7
PUS9
PUT1
PUT2
PUT3
PUT4
PWP2
PXA1
PXA2
PXL1
PXP1
PXR1
PYC1
PYC2
PYK2
PYP1
PZF1
QCR10
QCR2
QCR6
QCR7
QCR9
QDR1
QDR2
QDR3
QNS1
QRI1
QRI5
QRI7
RAD1
RAD10
RAD14
RAD16
RAD17
RAD18
RAD2
RAD23
RAD24
RAD26
RAD27
RAD28
RAD3
RAD30
RAD34
RAD4
RAD5
RAD50
RAD51
RAD52
RAD53
RAD54
RAD55
RAD57
RAD59
RAD6
RAD7
RAD9
RAF1
RAI1
RAM1
RAM2
RAP1
RAS1
RAS2
RAT1
RBG1
RBG2
RBK1
RBL2
RCE1
RCH1
RCI50
RCK1
RCK2
RCL1
RCM1
RCN1
RCR1
RCR2
RCY1
RDH54
RDI1
RDN18-1
RDN18-2
RDN25-1
RDN25-2
RDN5-1
RDN5-2
RDN5-3
RDN5-4
RDN5-5
RDN5-6
RDN58-1
RDN58-2
RDR1
RDS1
RDS2
REA1
REB1
REC8
RED1
REF2
REG1
REG2
REI1
REP1
REP2
RER2
RET1
REV1
REV3
REV7
REX2
REX3
REX4
RFA1
RFA2
RFA3
RFC1
RFC2
RFC3
RFC4
RFC5
RFM1
RFU1
RFX1
RGA1
RGA2
RGC1
RGD1
RGD2
RGD3
RGM1
RGP1
RGR1
RGS2
RGT1
RGT2
RHB1
RHO1
RHO2
RHO3
RHO4
RHO5
RIA1
RIB1
RIB2
RIB3
RIB4
RIC1
RIE1
RIF1
RIF2
RIM1
RIM101
RIM11
RIM15
RIM2
RIM4
RIM8
RIO1
RIO2
RIP1
RIT1
RIX1
RIX7
RKI1
RKM1
RKM3
RKM4
RKM5
RKR1
RLF2
RLI1
RLM1
RLP24
RLP7
RMA1
RMD5
RMD9
RME1
RMI1
RML2
RMP1
RMT2
RNA1
RNA14
RNA15
RNH1
RNH201
RNH202
RNH203
RNH70
RNP1
RNR1
RNR2
RNR3
RNR4
RNT1
RNY1
ROD1
ROF1
ROG1
ROG3
ROK1
ROM1
ROM2
ROQ1
ROT1
ROT2
ROX1
ROX3
ROY1
RPA12
RPA135
RPA14
RPA190
RPA34
RPA43
RPA49
RPB10
RPB11
RPB2
RPB3
RPB4
RPB5
RPB7
RPB8
RPB9
RPC10
RPC11
RPC17
RPC19
RPC25
RPC31
RPC34
RPC37
RPC40
RPC53
RPC82
RPD3
RPE1
RPF1
RPF2
RPG1
RPH1
RPI1
RPL10
RPL11A
RPL11B
RPL12A
RPL12B
RPL13A
RPL13B
RPL14A
RPL14B
RPL15A
RPL15B
RPL16A
RPL16B
RPL17A
RPL17B
RPL18A
RPL18B
RPL19A
RPL19B
RPL1A
